t,a_hull
0.21,0.3090169943749472
0.211,0.338737920245291
0.212,0.36812455268467736
0.213,0.3971478906347799
0.214,0.42577929156507255
0.215,0.4539904997395465
0.216,0.4817536741017149
0.217,0.5090414157503708
0.218,0.5358267949789967
0.219,0.5620833778521305
0.22,0.5877852522924729
0.221,0.6129070536529762
0.222,0.63742398974869
0.223,0.6613118653236519
0.224,0.6845471059286886
0.225,0.7071067811865474
0.226,0.7289686274214112
0.227,0.7501110696304597
0.228,0.7705132427757893
0.229,0.7901550123756903
0.23,0.8090169943749472
0.231,0.827080574274562
0.232,0.8443279255020152
0.233,0.8607420270039436
0.234,0.8763066800438636
0.23500000000000001,0.8910065241883681
0.23600000000000002,0.9048270524660197
0.23700000000000002,0.9177546256839813
0.23800000000000002,0.9297764858882515
0.23900000000000002,0.9408807689542255
0.24,0.9510565162951535
0.241,0.960293685676943
0.242,0.968583161128631
0.243,0.9759167619387472
0.244,0.9822872507286886
0.245,0.9876883405951377
0.246,0.9921147013144778
0.247,0.99556196460308
0.248,0.9980267284282716
0.249,0.9995065603657316
0.25,1.0
0.251,0.9995065603657316
0.252,0.9980267284282716
0.253,0.99556196460308
0.254,0.9921147013144779
0.255,0.9876883405951377
0.256,0.9822872507286886
0.257,0.9759167619387473
0.258,0.9685831611286311
0.259,0.9602936856769431
0.26,0.9510565162951536
0.261,0.9408807689542257
0.262,0.9297764858882517
0.263,0.9177546256839808
0.264,0.9048270524660192
0.265,0.8910065241883676
0.266,0.8763066800438634
0.267,0.8607420270039435
0.268,0.8443279255020151
0.269,0.8270805742745619
0.27,0.8090169943749476
0.271,0.7901550123756906
0.272,0.7705132427757886
0.273,0.7501110696304589
0.274,0.728968627421411
0.275,0.7071067811865471
0.276,0.6845471059286884
0.277,0.6613118653236517
0.278,0.6374239897486897
0.279,0.6129070536529766
0.28,0.5877852522924734
0.281,0.5620833778521296
0.28200000000000003,0.5358267949789957
0.28300000000000003,0.5090414157503705
0.28400000000000003,0.48175367410171466
0.28500000000000003,0.4539904997395463
0.28600000000000003,0.4257792915650723
0.28700000000000003,0.39714789063478045
0.28800000000000003,0.368124552684678
0.289,0.33873792024529153
0.29,0.3090169943749478
0.291,0.2789911060392298
0.292,0.2486898871648555
0.293,0.21814324139654342
0.294,0.18738131458572568
0.295,0.1564344650402321
0.296,0.12533323356430567
0.297,0.09410831331851592
0.298,0.06279051952931339
0.299,0.03141075907812848
0.3,3.6739403974420594e-16
0.301,-0.03141075907812775
0.302,-0.06279051952931265
0.303,-0.09410831331851342
0.304,-0.12533323356430318
0.305,-0.15643446504022962
0.306,-0.1873813145857232
0.307,-0.2181432413965427
0.308,-0.24868988716485477
0.309,-0.27899110603922905
0.31,-0.30901699437494706
0.311,-0.33873792024529087
0.312,-0.36812455268467725
0.313,-0.3971478906347798
0.314,-0.42577929156507166
0.315,-0.45399049973954725
0.316,-0.48175367410171555
0.317,-0.5090414157503714
0.318,-0.5358267949789965
0.319,-0.5620833778521305
0.32,-0.5877852522924728
0.321,-0.612907053652976
0.322,-0.6374239897486892
0.323,-0.6613118653236512
0.324,-0.6845471059286892
0.325,-0.7071067811865479
0.326,-0.7289686274214118
0.327,-0.7501110696304596
0.328,-0.7705132427757891
0.329,-0.7901550123756902
0.33,-0.8090169943749472
0.331,-0.8270805742745615
0.332,-0.8443279255020156
0.333,-0.8607420270039441
0.334,-0.8763066800438639
0.335,-0.8910065241883681
0.336,-0.9048270524660197
0.337,-0.9177546256839811
0.338,-0.9297764858882513
0.339,-0.9408807689542253
0.34,-0.9510565162951534
0.341,-0.9602936856769434
0.342,-0.9685831611286314
0.343,-0.9759167619387475
0.34400000000000003,-0.9822872507286888
0.34500000000000003,-0.9876883405951378
0.34600000000000003,-0.9921147013144779
0.34700000000000003,-0.99556196460308
0.34800000000000003,-0.9980267284282716
0.34900000000000003,-0.9995065603657316
0.35000000000000003,-1.0
0.35100000000000003,-0.9995065603657315
0.352,-0.9980267284282716
0.353,-0.9955619646030801
0.354,-0.992114701314478
0.355,-0.9876883405951379
0.356,-0.9822872507286889
0.357,-0.9759167619387478
0.358,-0.9685831611286312
0.359,-0.9602936856769432
0.36,-0.9510565162951538
0.361,-0.9408807689542257
0.362,-0.9297764858882517
0.363,-0.9177546256839815
0.364,-0.90482705246602
0.365,-0.8910065241883685
0.366,-0.8763066800438644
0.367,-0.8607420270039436
0.368,-0.8443279255020152
0.369,-0.8270805742745619
0.37,-0.8090169943749477
0.371,-0.7901550123756907
0.372,-0.7705132427757898
0.373,-0.7501110696304601
0.374,-0.7289686274214123
0.375,-0.7071067811865485
0.376,-0.6845471059286885
0.377,-0.6613118653236518
0.378,-0.6374239897486897
0.379,-0.6129070536529767
0.38,-0.5877852522924735
0.381,-0.5620833778521311
0.382,-0.5358267949789973
0.383,-0.5090414157503722
0.384,-0.48175367410171477
0.385,-0.4539904997395464
0.386,-0.42577929156507244
0.387,-0.39714789063478056
0.388,-0.3681245526846781
0.389,-0.33873792024529165
0.39,-0.3090169943749479
0.391,-0.2789911060392299
0.392,-0.2486898871648556
0.393,-0.21814324139654181
0.394,-0.18738131458572405
0.395,-0.15643446504023048
0.396,-0.125333233564304
0.397,-0.09410831331851427
0.398,-0.06279051952931351
0.399,-0.031410759078128604
0.4,-4.898587196589413e-16
0.401,0.0314107590781294
0.402,0.0627905195293143
0.403,0.09410831331851506
0.404,0.1253332335643048
0.405,0.15643446504023126
0.406,0.18738131458572485
0.40700000000000003,0.2181432413965426
0.40800000000000003,0.24868988716485466
0.40900000000000003,0.27899110603922894
0.41000000000000003,0.3090169943749486
0.41100000000000003,0.3387379202452924
0.41200000000000003,0.3681245526846788
0.41300000000000003,0.3971478906347813
0.41400000000000003,0.42577929156507316
0.41500000000000004,0.45399049973954714
0.41600000000000004,0.48175367410171543
0.417,0.5090414157503698
0.418,0.535826794978995
0.419,0.5620833778521304
0.42,0.5877852522924727
0.421,0.6129070536529759
0.422,0.6374239897486891
0.423,0.661311865323651
0.424,0.6845471059286877
0.425,0.7071067811865466
0.426,0.7289686274214104
0.427,0.7501110696304595
0.428,0.7705132427757891
0.429,0.7901550123756902
0.43,0.8090169943749471
0.431,0.8270805742745614
0.432,0.8443279255020146
0.433,0.8607420270039431
0.434,0.876306680043863
0.435,0.8910065241883672
0.436,0.9048270524660196
0.437,0.9177546256839811
0.438,0.9297764858882513
0.439,0.9408807689542253
0.44,0.9510565162951534
0.441,0.9602936856769428
0.442,0.9685831611286309
0.443,0.9759167619387472
0.444,0.9822872507286888
0.445,0.9876883405951378
0.446,0.9921147013144779
0.447,0.99556196460308
0.448,0.9980267284282716
0.449,0.9995065603657316
0.45,1.0
0.451,0.9995065603657316
0.452,0.9980267284282717
0.453,0.99556196460308
0.454,0.9921147013144778
0.455,0.9876883405951377
0.456,0.9822872507286886
0.457,0.9759167619387474
0.458,0.9685831611286312
0.459,0.9602936856769432
0.46,0.9510565162951538
0.461,0.9408807689542257
0.462,0.9297764858882511
0.463,0.9177546256839809
0.464,0.9048270524660194
0.465,0.8910065241883677
0.466,0.8763066800438635
0.467,0.8607420270039436
0.468,0.8443279255020152
0.46900000000000003,0.827080574274562
0.47000000000000003,0.8090169943749467
0.47100000000000003,0.7901550123756897
0.47200000000000003,0.7705132427757887
0.47300000000000003,0.7501110696304591
0.47400000000000003,0.7289686274214111
0.47500000000000003,0.7071067811865474
0.47600000000000003,0.6845471059286886
0.47700000000000004,0.6613118653236519
0.47800000000000004,0.6374239897486899
0.47900000000000004,0.6129070536529754
0.48,0.5877852522924736
0.481,0.5620833778521312
0.482,0.5358267949789974
0.483,0.5090414157503723
0.484,0.48175367410171643
0.485,0.4539904997395481
0.486,0.42577929156507416
0.487,0.3971478906347823
0.488,0.3681245526846782
0.489,0.33873792024529176
0.49,0.309016994374948
0.491,0.27899110603923
0.492,0.2486898871648557
0.493,0.21814324139654367
0.494,0.18738131458572593
0.495,0.15643446504023234
0.496,0.12533323356430415
0.497,0.0941083133185144
0.498,0.06279051952931362
0.499,0.03141075907812873
0.5,6.123233995736766e-16
0.501,-0.0314107590781275
0.502,-0.0627905195293124
0.503,-0.09410831331851317
0.504,-0.12533323356430293
0.505,-0.15643446504023115
0.506,-0.1873813145857247
0.507,-0.21814324139654245
0.508,-0.24868988716485452
0.509,-0.27899110603922883
0.51,-0.3090169943749485
0.511,-0.33873792024529065
0.512,-0.3681245526846787
0.513,-0.39714789063477957
0.514,-0.42577929156507305
0.515,-0.4539904997395454
0.516,-0.4817536741017153
0.517,-0.5090414157503697
0.518,-0.5358267949789963
0.519,-0.5620833778521317
0.52,-0.5877852522924726
0.521,-0.6129070536529773
0.522,-0.637423989748689
0.523,-0.6613118653236523
0.524,-0.6845471059286876
0.525,-0.7071067811865477
0.526,-0.7289686274214128
0.527,-0.7501110696304595
0.528,-0.7705132427757901
0.529,-0.7901550123756901
0.53,-0.8090169943749481
0.531,-0.8270805742745614
0.532,-0.8443279255020155
0.533,-0.860742027003943
0.534,-0.8763066800438638
0.535,-0.8910065241883688
0.536,-0.9048270524660196
0.537,-0.9177546256839818
0.538,-0.9297764858882513
0.539,-0.9408807689542259
0.54,-0.9510565162951534
0.541,-0.9602936856769433
0.542,-0.9685831611286309
0.543,-0.9759167619387475
0.544,-0.982287250728689
0.545,-0.9876883405951378
0.546,-0.9921147013144781
0.547,-0.99556196460308
0.548,-0.9980267284282717
0.549,-0.9995065603657315
0.55,-1.0
0.551,-0.9995065603657316
0.552,-0.9980267284282716
0.553,-0.9955619646030798
0.554,-0.9921147013144778
0.555,-0.9876883405951374
0.556,-0.9822872507286887
0.557,-0.975916761938747
0.558,-0.9685831611286312
0.559,-0.9602936856769427
0.56,-0.9510565162951538
0.561,-0.9408807689542251
0.562,-0.9297764858882505
0.5630000000000001,-0.9177546256839809
0.5640000000000001,-0.9048270524660186
0.5650000000000001,-0.8910065241883678
0.5660000000000001,-0.8763066800438627
0.5670000000000001,-0.8607420270039438
0.5680000000000001,-0.8443279255020143
0.5690000000000001,-0.8270805742745622
0.5700000000000001,-0.8090169943749468
0.5710000000000001,-0.7901550123756887
0.5720000000000001,-0.7705132427757888
0.5730000000000001,-0.750111069630458
0.5740000000000001,-0.7289686274214113
0.5750000000000001,-0.7071067811865461
0.5760000000000001,-0.6845471059286886
0.577,-0.6613118653236534
0.578,-0.63742398974869
0.579,-0.6129070536529784
0.58,-0.5877852522924737
0.581,-0.5620833778521328
0.582,-0.5358267949789975
0.583,-0.5090414157503739
0.584,-0.48175367410171654
0.585,-0.4539904997395498
0.586,-0.42577929156507427
0.587,-0.3971478906347808
0.588,-0.36812455268468
0.589,-0.33873792024529187
0.59,-0.3090169943749498
0.591,-0.2789911060392301
0.592,-0.24868988716485754
0.593,-0.21814324139654379
0.594,-0.1873813145857278
0.595,-0.15643446504023248
0.596,-0.12533323356430426
0.597,-0.09410831331851628
0.598,-0.06279051952931375
0.599,-0.03141075907813062
0.6,-7.347880794884119e-16
0.601,0.03141075907812561
0.602,0.06279051952931229
0.603,0.09410831331851129
0.604,0.12533323356430282
0.605,0.156434465040231
0.606,0.18738131458572285
0.607,0.21814324139654234
0.608,0.24868988716485269
0.609,0.2789911060392287
0.61,0.309016994374945
0.611,0.33873792024529054
0.612,0.36812455268467525
0.613,0.39714789063477945
0.614,0.42577929156507294
0.615,0.4539904997395453
0.616,0.4817536741017152
0.617,0.5090414157503695
0.618,0.5358267949789963
0.619,0.5620833778521287
0.62,0.5877852522924725
0.621,0.6129070536529772
0.622,0.6374239897486889
0.623,0.6613118653236523
0.624,0.6845471059286876
0.625,0.7071067811865476
0.626,0.7289686274214102
0.627,0.7501110696304594
0.628,0.7705132427757878
0.629,0.79015501237569
0.63,0.809016994374948
0.631,0.8270805742745613
0.632,0.8443279255020154
0.633,0.860742027003943
0.634,0.8763066800438637
0.635,0.8910065241883671
0.636,0.9048270524660195
0.637,0.9177546256839804
0.638,0.9297764858882512
0.639,0.9408807689542259
0.64,0.9510565162951533
0.641,0.9602936856769433
0.642,0.9685831611286309
0.643,0.9759167619387475
0.644,0.9822872507286884
0.645,0.9876883405951378
0.646,0.9921147013144777
0.647,0.99556196460308
0.648,0.9980267284282717
0.649,0.9995065603657315
0.65,1.0
0.651,0.9995065603657316
0.652,0.9980267284282716
0.653,0.9955619646030801
0.654,0.9921147013144778
0.655,0.987688340595138
0.656,0.9822872507286887
0.657,0.9759167619387471
0.658,0.9685831611286312
0.659,0.9602936856769427
0.66,0.9510565162951539
0.661,0.9408807689542252
0.662,0.9297764858882518
0.663,0.9177546256839809
0.664,0.9048270524660187
0.665,0.8910065241883678
0.666,0.8763066800438628
0.667,0.8607420270039438
0.668,0.8443279255020144
0.669,0.8270805742745622
0.67,0.8090169943749469
0.671,0.790155012375691
0.672,0.7705132427757888
0.673,0.750111069630458
0.674,0.7289686274214113
0.675,0.7071067811865462
0.676,0.6845471059286887
0.677,0.6613118653236507
0.678,0.6374239897486901
0.679,0.6129070536529756
0.68,0.5877852522924738
0.681,0.5620833778521299
0.682,0.5358267949789947
0.683,0.509041415750371
0.684,0.4817536741017135
0.685,0.45399049973954675
0.686,0.42577929156507116
0.687,0.3971478906347809
0.6880000000000001,0.36812455268467675
0.6890000000000001,0.33873792024529203
0.6900000000000001,0.30901699437494656
0.6910000000000001,0.27899110603922683
0.6920000000000001,0.24868988716485424
0.6930000000000001,0.21814324139654043
0.6940000000000001,0.1873813145857244
0.6950000000000001,0.15643446504022906
0.6960000000000001,0.1253332335643044
0.6970000000000001,0.09410831331851287
0.6980000000000001,0.06279051952931387
0.6990000000000001,0.031410759078127196
0.7000000000000001,-2.6954609193973537e-15
0.7010000000000001,-0.031410759078129034
0.7020000000000001,-0.0627905195293157
0.7030000000000001,-0.0941083133185147
0.704,-0.12533323356430268
0.705,-0.15643446504022737
0.706,-0.18738131458572274
0.707,-0.21814324139654223
0.708,-0.24868988716485257
0.709,-0.2789911060392286
0.71,-0.3090169943749449
0.711,-0.33873792024529037
0.712,-0.36812455268467514
0.713,-0.39714789063477934
0.714,-0.4257792915650696
0.715,-0.4539904997395452
0.716,-0.4817536741017151
0.717,-0.5090414157503694
0.718,-0.5358267949789962
0.719,-0.5620833778521286
0.72,-0.5877852522924725
0.721,-0.6129070536529743
0.722,-0.6374239897486887
0.723,-0.6613118653236495
0.724,-0.6845471059286875
0.725,-0.7071067811865476
0.726,-0.7289686274214102
0.727,-0.7501110696304593
0.728,-0.7705132427757877
0.729,-0.79015501237569
0.73,-0.8090169943749459
0.731,-0.8270805742745613
0.732,-0.8443279255020134
0.733,-0.8607420270039429
0.734,-0.8763066800438637
0.735,-0.891006524188367
0.736,-0.9048270524660195
0.737,-0.9177546256839803
0.738,-0.9297764858882512
0.739,-0.9408807689542247
0.74,-0.9510565162951533
0.741,-0.9602936856769423
0.742,-0.9685831611286309
0.743,-0.9759167619387474
0.744,-0.9822872507286884
0.745,-0.9876883405951378
0.746,-0.9921147013144775
0.747,-0.99556196460308
0.748,-0.9980267284282714
0.749,-0.9995065603657315
0.75,-1.0
0.751,-0.9995065603657316
0.752,-0.9980267284282716
0.753,-0.9955619646030801
0.754,-0.9921147013144778
0.755,-0.987688340595138
0.756,-0.9822872507286887
0.757,-0.9759167619387479
0.758,-0.9685831611286313
0.759,-0.9602936856769427
0.76,-0.9510565162951539
0.761,-0.9408807689542252
0.762,-0.9297764858882519
0.763,-0.917754625683981
0.764,-0.9048270524660202
0.765,-0.8910065241883679
0.766,-0.8763066800438646
0.767,-0.8607420270039439
0.768,-0.8443279255020144
0.769,-0.8270805742745623
0.77,-0.8090169943749469
0.771,-0.7901550123756911
0.772,-0.7705132427757889
0.773,-0.7501110696304605
0.774,-0.7289686274214114
0.775,-0.7071067811865488
0.776,-0.6845471059286888
0.777,-0.6613118653236508
0.778,-0.6374239897486902
0.779,-0.6129070536529757
0.78,-0.5877852522924739
0.781,-0.56208337785213
0.782,-0.5358267949789978
0.783,-0.5090414157503711
0.784,-0.4817536741017167
0.785,-0.45399049973954686
0.786,-0.42577929156507127
0.787,-0.397147890634781
0.788,-0.36812455268467686
0.789,-0.33873792024529215
0.79,-0.3090169943749467
0.791,-0.27899110603923033
0.792,-0.24868988716485435
0.793,-0.218143241396544
0.794,-0.18738131458572455
0.795,-0.1564344650402292
0.796,-0.1253332335643045
0.797,-0.09410831331851299
0.798,-0.062790519529314
0.799,-0.03141075907812732
0.8,-9.797174393178826e-16
0.801,0.03141075907812891
0.802,0.06279051952931558
0.803,0.09410831331851457
0.804,0.1253332335643061
0.805,0.15643446504023079
0.806,0.1873813145857261
0.807,0.21814324139654212
0.808,0.2486898871648559
0.809,0.2789911060392285
0.81,0.3090169943749482
0.811,0.33873792024529364
0.812,0.36812455268467836
0.8130000000000001,0.39714789063478245
0.8140000000000001,0.4257792915650727
0.8150000000000001,0.4539904997395483
0.8160000000000001,0.48175367410171505
0.8170000000000001,0.5090414157503724
0.8180000000000001,0.5358267949789961
0.8190000000000001,0.5620833778521314
0.8200000000000001,0.5877852522924751
0.8210000000000001,0.6129070536529769
0.8220000000000001,0.6374239897486914
0.8230000000000001,0.661311865323652
0.8240000000000001,0.68454710592869
0.8250000000000001,0.7071067811865475
0.8260000000000001,0.7289686274214126
0.8270000000000001,0.7501110696304593
0.8280000000000001,0.7705132427757899
0.8290000000000001,0.7901550123756921
0.8300000000000001,0.8090169943749479
0.8310000000000001,0.8270805742745632
0.8320000000000001,0.8443279255020153
0.833,0.8607420270039429
0.834,0.8763066800438619
0.835,0.891006524188367
0.836,0.9048270524660179
0.837,0.9177546256839803
0.838,0.9297764858882511
0.839,0.9408807689542246
0.84,0.9510565162951533
0.841,0.9602936856769423
0.842,0.9685831611286307
0.843,0.9759167619387467
0.844,0.9822872507286884
0.845,0.9876883405951377
0.846,0.9921147013144775
0.847,0.99556196460308
0.848,0.9980267284282714
0.849,0.9995065603657315
0.85,1.0
0.851,0.9995065603657316
0.852,0.9980267284282718
0.853,0.9955619646030801
0.854,0.9921147013144779
0.855,0.987688340595138
0.856,0.9822872507286887
0.857,0.9759167619387479
0.858,0.9685831611286313
0.859,0.9602936856769438
0.86,0.9510565162951539
0.861,0.9408807689542265
0.862,0.9297764858882519
0.863,0.917754625683981
0.864,0.9048270524660202
0.865,0.8910065241883679
0.866,0.8763066800438646
0.867,0.8607420270039439
0.868,0.8443279255020164
0.869,0.8270805742745623
0.87,0.8090169943749491
0.871,0.7901550123756912
0.872,0.770513242775789
0.873,0.7501110696304606
0.874,0.7289686274214116
0.875,0.7071067811865489
0.876,0.684547105928689
0.877,0.6613118653236536
0.878,0.6374239897486903
0.879,0.6129070536529786
0.88,0.587785252292474
0.881,0.5620833778521301
0.882,0.5358267949789979
0.883,0.5090414157503712
0.884,0.4817536741017168
0.885,0.45399049973954697
0.886,0.4257792915650746
0.887,0.3971478906347811
0.888,0.368124552684677
0.889,0.33873792024529226
0.89,0.3090169943749468
0.891,0.2789911060392305
0.892,0.24868988716485446
0.893,0.21814324139654415
0.894,0.18738131458572466
0.895,0.15643446504023284
0.896,0.12533323356430462
0.897,0.09410831331851312
0.898,0.06279051952931412
0.899,0.03141075907812744
0.9,1.102182119232618e-15
0.901,-0.03141075907812879
0.902,-0.06279051952931192
0.903,-0.09410831331851445
0.904,-0.12533323356430245
0.905,-0.15643446504023065
0.906,-0.187381314585726
0.907,-0.21814324139654198
0.908,-0.24868988716485577
0.909,-0.27899110603922833
0.91,-0.30901699437494806
0.911,-0.33873792024529015
0.912,-0.36812455268467825
0.913,-0.3971478906347791
0.914,-0.4257792915650726
0.915,-0.4539904997395482
0.916,-0.48175367410171493
0.917,-0.5090414157503723
0.918,-0.535826794978996
0.919,-0.5620833778521312
0.92,-0.5877852522924722
0.921,-0.6129070536529768
0.922,-0.6374239897486885
0.923,-0.6613118653236519
0.924,-0.68454710592869
0.925,-0.7071067811865474
0.926,-0.7289686274214124
0.927,-0.7501110696304591
0.928,-0.7705132427757898
0.929,-0.7901550123756897
0.93,-0.8090169943749478
0.931,-0.827080574274561
0.932,-0.8443279255020152
0.933,-0.8607420270039446
0.934,-0.8763066800438636
0.935,-0.8910065241883686
0.936,-0.9048270524660194
0.937,-0.9177546256839816
0.9380000000000001,-0.9297764858882511
0.9390000000000001,-0.9408807689542258
0.9400000000000001,-0.9510565162951543
0.9410000000000001,-0.9602936856769432
0.9420000000000001,-0.9685831611286316
0.9430000000000001,-0.9759167619387474
0.9440000000000001,-0.982287250728689
0.9450000000000001,-0.9876883405951377
0.9460000000000001,-0.992114701314478
0.9470000000000001,-0.99556196460308
0.9480000000000001,-0.9980267284282717
0.9490000000000001,-0.9995065603657316
0.9500000000000001,-1.0
0.9510000000000001,-0.9995065603657315
0.9520000000000001,-0.9980267284282716
0.9530000000000001,-0.9955619646030799
0.9540000000000001,-0.9921147013144779
0.9550000000000001,-0.9876883405951374
0.9560000000000001,-0.9822872507286887
0.9570000000000001,-0.9759167619387471
0.9580000000000001,-0.9685831611286304
0.9590000000000001,-0.9602936856769428
0.96,-0.951056516295154
0.961,-0.9408807689542266
0.962,-0.929776485888252
0.963,-0.9177546256839826
0.964,-0.9048270524660204
0.965,-0.8910065241883696
0.966,-0.8763066800438647
0.967,-0.860742027003944
0.968,-0.8443279255020165
0.969,-0.8270805742745624
0.97,-0.8090169943749491
0.971,-0.7901550123756912
0.972,-0.7705132427757914
0.973,-0.7501110696304607
0.974,-0.728968627421414
0.975,-0.707106781186549
0.976,-0.684547105928689
0.977,-0.6613118653236537
0.978,-0.6374239897486904
0.979,-0.6129070536529787
0.98,-0.5877852522924741
0.981,-0.5620833778521332
0.982,-0.5358267949789979
0.983,-0.5090414157503713
0.984,-0.48175367410171693
0.985,-0.4539904997395471
0.986,-0.4257792915650747
0.987,-0.39714789063478123
0.988,-0.3681245526846804
0.989,-0.33873792024529237
0.99,-0.3090169943749503
